"time","latitude","longitude","ptype"
2022-12-31 23:00:00,45.8,18.8,2.9285888671875
2023-01-31 23:00:00,45.8,18.8,2.9583740234375
2023-02-28 23:00:00,45.8,18.8,3.87353515625
2023-03-31 23:00:00,45.8,18.8,3.6904296875
2023-04-30 23:00:00,45.8,18.8,3.6904296875
2023-05-31 23:00:00,45.8,18.8,3.3184814453125
2023-06-30 23:00:00,45.8,18.8,3.2916259765625
2023-07-31 23:00:00,45.8,18.8,3.2916259765625
2023-08-31 23:00:00,45.8,18.8,3.105712890625
2023-09-30 23:00:00,45.8,18.8,2.9627685546875
2023-10-31 23:00:00,45.8,18.8,2.9627685546875
2023-11-30 23:00:00,45.8,18.8,2.9136962890625
2023-12-31 23:00:00,45.8,18.8,2.9002685546875
2024-01-31 23:00:00,45.8,18.8,2.9002685546875
2024-02-29 23:00:00,45.8,18.8,3.4375
2024-03-31 23:00:00,45.8,18.8,3.62646484375
2024-04-30 23:00:00,45.8,18.8,3.62646484375
2024-05-31 23:00:00,45.8,18.8,3.5863037109375
2024-06-30 23:00:00,45.8,18.8,3.0892333984375
2024-07-31 23:00:00,45.8,18.8,4.0848388671875
2024-08-31 23:00:00,45.8,18.8,3.800537109375
2024-09-30 23:00:00,45.8,18.8,3.800537109375
2024-10-31 23:00:00,45.8,18.8,3.671142578125
2024-11-30 23:00:00,45.8,18.8,3.7142333984375
2024-12-31 23:00:00,45.8,18.8,3.7142333984375
2025-01-31 23:00:00,45.8,18.8,3.5699462890625
2025-02-28 23:00:00,45.8,18.8,3.261962890625
2005-01-31 23:00:00,45.55,18.8,3.261962890625
2005-02-28 23:00:00,45.55,18.8,3.1339111328125
2005-03-31 23:00:00,45.55,18.8,3.0252685546875
2005-04-30 23:00:00,45.55,18.8,3.0252685546875
2005-05-31 23:00:00,45.55,18.8,2.922607421875
